DIRECCION,Frecuencia,Porcentaje
36 AV. 4-18 BOSQUES DE SAN NICOLAS ZONA 4,3,0.03
7A. AVENIDA 7-71,3,0.03
4A. CALLE FINAL ZONA 1,3,0.03
"LOTE 15,16,17 Y 18 MANZANA ""G"" SECTOR 1 VILLA VERDE, CIUDAD QUETZAL",3,0.03
10  CALLE 3-15,3,0.03
"CALLEJÓN COLLINS 11-155, KILÓMETRO 26.3 CA-9",3,0.03
LOTE 120 A CALLE PANAMÁ,3,0.03
AVENIDA VICENTE COZZA,3,0.03
CALLE BELICE PARCELA A-43,3,0.03
6TA. AVE. CALLE C LOTE 63 COLONIA LUPITA,3,0.03
AVENIDA SIMEON CAÑAS 2-12,3,0.03
CA-9 NORTE (RUTA ATLNTICO) 34-05,3,0.03
BARRIO LOS CASTRO,3,0.03
LOTE 11 MANZANA H SECTOR 3-B COLONIA EL EDEN,3,0.03
LOTE 39 COLONIA JACARANDA,3,0.03
COLONIA VILLAS DEL ROSARIO,3,0.03
9 CALLE 5-97 ZONA 2 COLONIA VILLA DE LAS ROSAS SAN JOSE VILLA NUEVA,3,0.03
"3A. AVENIDA 25-91 ZONA 12, VILLALOBOS I",3,0.03
"COLONIA VILLA DEL ROSARIO, BANANERA",3,0.03
8A. AV. 11-16 ZONA 3 COLONIA SANTA ISABEL II,3,0.03
ALDEA EL CEDRO,3,0.03
"1A. CALLE 0-95, ZONA 1",3,0.03
RUTA NACIONAL 1-23 ZONA 1,3,0.03
ALDEA QUIRIGUA,3,0.03
CALLE 15 DE SEPTIEMBRE,3,0.03
2 CALLE 2-43 ZONA 1,3,0.03
6A. CALLE 5-58 ZONA 0,3,0.03
"6A. AVENIDA 7-81, COLONIA MEXQUITAL",3,0.03
9NA. AVENIDA 0-86 ZONA 19 COLONIA LA FLORIDA,3,0.03
"1A. CALLE 6-61 ZONA 1, BARRIO LA DEMOCRACIA",3,0.03
COMPLEJO EDUCATIVO,3,0.03
"7A. AVENIDA 2-46 ZONA 1, BARRIO LA DEMOCRACIA",3,0.03
"2A. CALLE ""C"" 8-61 ZONA 1, BARRIO LA DEMOCRACIA",3,0.03
BARRIO LLANO GRANDE,3,0.03
"1A. AV. 0-45 ZONA 1, BARRIO LA ESPERANZA",3,0.03
13 CALLE 6-91,3,0.03
BARRIO LOS IZOTES,3,0.03
BARRIO SANTA CRUZ,3,0.03
1A. AVENIDA BARRIO ABAJO,3,0.03
5A. CALLE 2-80 ZONA 1 ALDEA BOCA DEL MONTE,3,0.03
1A. DIAGONAL 2-44 ZONA 1,3,0.03
3A. AVENIDA 1-44 ZONA 3,3,0.03
5A. CALLE 0-65 ZONA 1,3,0.03
ALDEA EL CHILTEPE,3,0.03
14 CALLE 11-06 CIUDAD NUEVA,3,0.03
"KILOMETRO 116 CARRETERA INTERAMERICANA, ALDEA CERRO GORDO",3,0.03
ALDEA CIUDAD PEDRO ALVARADO,3,0.03
"7A. CALLE Y  8A. AVENIDA 7-49 ZONA 3, BARRIO EL CHAPARRON",3,0.03
CIUDAD PEDRO DE ALVARADO,3,0.03
BARRIO INTERAMERICANO 4-01,3,0.03
2A. AV. 4-28 ZONA 1,3,0.03
KM. 116.5,3,0.03
"CALZADA LA PAZ, BARRIO EL BOSQUE",3,0.03
4A. AVENIDA 1-83 ZONA 2,3,0.03
1A. CALLE 7-17 ZONA 2,3,0.03
ALDEA PACHALUM,3,0.03
4A. AVENIDA ENTRE 3A. Y 4A. CALLE ZONA 2,3,0.03
5 CALLE 9-16 ZONA 1,3,0.03
2DA. CALLE 3-24 ZONA 1 COLONIA AREVALO,3,0.03
ALDEA SAN GABRIEL PASUJ,3,0.03
4A AVE. 6-29 ZONA 1,3,0.03
"ZONA 0, BARRIO EL CENTRO",3,0.03
4A. CALLE 3-30 ZONA 3 ALDEA BOCA DEL MONTE,3,0.03
CANTON SAN JUAN,3,0.03
7A AVENIDA 4-37 ZONA 1,3,0.03
6A. AVENIDA 3-29 ZONA 1 SANTA ELENA BARILLAS,3,0.03
11 CALLE 9-33,3,0.03
1A. CALLE 2-60 ZONA 1 BOCA DEL MONTE,3,0.03
5TA. AVENIDA 4-65 ZONA 1,3,0.03
15 AVENIDA 07-61,3,0.03
BARRIO NORTE,3,0.03
"LOTE 1, MANZANA A, SECTOR II, VILLA HERMOSA II",3,0.03
"7MA. CALLE  6-71 ZONA 1, BARRIO BRISAS DEL RIO",3,0.03
ALDEA LLANO GRANDE,3,0.03
ALDEA TUNILLAS,3,0.03
BARRIO LA UNION,3,0.03
7A. CALLE 4-32 ZONA 1,3,0.03
"1A. CALLE LOTE NO. 10 COLONIA EL BILBAO, ZONA 1",3,0.03
2A. AV. 10-69,3,0.03
ALDEA SANTA ELENA DE LA CRUZ,3,0.03
12 AVENIDA 3-73 ZONA 1,3,0.03
0 CALLE 3-25 ZONA 1,3,0.03
"20 CALLE A 20-60, ZONA 7, COLONIA VILLA HERMOSA I",3,0.03
1A. CALLE 3-67 ZONA 1,3,0.03
BARRIO EL PORVENIR SAN BENITO,3,0.03
BARRIO EL PEDREGAL,3,0.03
3A. CALLE 3-78 ZONA 1,3,0.03
15 AVENIDA 8-35,3,0.03
ALDEA SAN ANTONIO,3,0.03
ALDEA SACPUY,3,0.03
"BOULEVARD PLAN DEL RODEO, LOTE 100",3,0.03
"ZONA 3, 0 AVENIDA, CANTÓN LA LIBERTAD",3,0.03
"34 AVENIDA Y 38 CALLE ""C"", FINAL, EL AMPARO",3,0.03
CASERIO GUATELINDA SAN DIEGO,3,0.03
11 AVENIDA 9-53,3,0.03
"BARRIO SAN RAFAEL, SAN FRANCISCO PETEN",3,0.03
1A. AVENIDA 9-23,3,0.03
5A.AV.ZONA 1 BARRIO EL CENTRO,3,0.03
CABECERA MUNICIPAL DE DOLORES,3,0.03
ALDEA CALZADA MOPAN,3,0.03
7A AVE. 1-92,3,0.03
COOPERATIVA LAS FLORES,3,0.03
"BOULEVARD PLAN DEL RODEO, LOTE 100,",3,0.03
BARRIO EL CRUCE,3,0.03
"0 AVENIDA 0-72 COLONIA EL CORTIJO, ZONA 10",3,0.03
BARRIO TIKAJAL,3,0.03
"29A. AVENIDA 19-50 COLONIA VILLA HERMOSA  I, ZONA 7",3,0.03
6A. AVENIDA 0-79 COLONIA LA FLORIDA GUATEMALA,3,0.03
15 AVE. 2-63,3,0.03
CASERIO SAN JUAN ACUL,3,0.03
EL JICARO,3,0.03
ALDEA EL CRUZADERO,3,0.03
LOTE 4 MZ. H SECTOR I VILLA HERMOSA 2,3,0.03
POPTUN,3,0.03
"0 AVENIDA 0-29 ZONA 10, COLONIA EL CORTIJO",3,0.03
CORRAL CHIQUITO ZONA 8,3,0.03
CASERIO RETALTECO,3,0.03
EL CHAL,3,0.03
19 AVENIDA 1-28 ZONA 3,3,0.03
5A CALLE 12-60 ZONA 3,3,0.03
CALLE RODOLFO ROBLES 17-30 ZONA 3,3,0.03
CANTÓN SAN LORENZO,3,0.03
20 AVENIDA 1-16 ZONA 1,3,0.03
15 AVENIDA 0-42 ZONA 1,3,0.03
AVENIDA EL CENIZAL 0-79 ZONA 4,3,0.03
4TA. CALLE 16-33 ZONA 1,3,0.03
DIAGONAL 3 36-89 ZONA 8,3,0.03
12 CALLE 1-90 ZONA 8,3,0.03
"LOTE 60, MANZANA 4, COLONIA EL ROSARIO",3,0.03
9A. AVENIDA 0-36 ZONA 3,3,0.03
DIAGONAL 11 7-15 ZONA 1,3,0.03
4A. CALLE 4-24 ZONA 1,3,0.03
ALDEA CHIMUSINIQUE,3,0.03
6A CALLE A 10-38 COLONIA QUINTA SAMAYOA,3,0.03
16 AVENIDA 8-52  A  ZONA 1,3,0.03
"1A. CALLE 25-21 ZONA 1, COLONIA EL CERVECERO",3,0.03
ALDEA SAN JOSE CHICALQUIX,3,0.03
"7A. CALLE ""A"" 2-30 ZONA 4",3,0.03
CALLE PRINCIPAL DIAGONAL 4-49 ZONA 2,3,0.03
"13 AVENIDA 6-188 ZONA 2, RESIDENCIALES LA CEIBA",3,0.03
BARRIO SANTA MARÍA,3,0.03
3A. AVENIDA 7-06 ZONA 6,3,0.03
2A CALLE 6-33 ZONA 1,3,0.03
"3A. CALLE 10-40 ZONA 1, COLONIA SANTA ELENA",3,0.03
BARRIO 30 DE JUNIO,3,0.03
CENTRO URBANO,3,0.03
1A. CALLE 5-64 ZONA 1,3,0.03
2A. AVENIDA 6-27 ZONA 5,3,0.03
16 CALLE 7-34 ZONA 4,3,0.03
"1A. CALLE 13-41, ZONA 2",3,0.03
5A. CALLE 2-50 ZONA 2,3,0.03
SANTA CRUZ DEL QUICHE,3,0.03
MANZANA 4 LOTE 31 ZONA 0 LOTIFICACION JOYAS DEL GOLFO,3,0.03
BARRRIO SAN FRANCISCO,3,0.03
4A AVENIDA 5-112 CALLE PRINCIPAL BARRIO CHIPILAPA,3,0.03
"ZONA 1, PLAYA GRANDE",3,0.03
ALDEA LAS ROSAS,3,0.03
"BARRIO CAMPO NUEVO, ZONA 2",3,0.03
3A. AVENIDA 1-140 ZONA 3,3,0.03
7A. AVENIDA 10-35,3,0.03
11 CALLE 5-01 ZONA 2,3,0.03
CENTRO URBANO PARCELAMIENTO CABALLO BLANCO,3,0.03
COLONIA SANTA FILOMENA ZONA 2,3,0.03
"5A. CALLE, INGRESO A LA COLONIA EL PEDREGAL I, ZONA 6",3,0.03
3A. AVENIDA 6-49 ZONA 1,3,0.03
6A. AVENIDA 3-40 ZONA 1,3,0.03
2A. AVE. 4-95 MONTSERRAT I ZONA 4,3,0.03
ALDEA NUEVA CANDELARIA,3,0.03
2A. CALLE 5-16 ZONA 4,3,0.03
"1A. CALLE 7-77, ZONA 8",3,0.03
2A. AVENIDA 1-115 ZONA 3,3,0.03
"SECTOR EL INFIERNITO, PARCELAMIENTO CABALLO BLANCO, RETALHULEU",3,0.03
5A. CALLE 11-20 ZONA 1,3,0.03
CANTON LA LAGUNITA ZONA 3,3,0.03
ALDEA BUENOS AIRES,3,0.03
ALDEA LA GUITARRA,3,0.03
7A. AVENIDA 7-99 ZONA 1,3,0.03
4TA. CALLE 2-12 ZONA 2 LOTIFICACION EL PRADO,3,0.03
4A. CALLE 12-12 COLONIA QUINTA SAMAYOA,3,0.03
KM. 184 CANTÓN PUCA,3,0.03
"AVENIDA CENTRAL, CANTON SAMALA 1",3,0.03
"CANTÓN EL LLANO, ZONA 5",3,0.03
9A. CALLE 3-25,3,0.03
ALDEA LA LAGUNA,3,0.03
BARRIO EL CRUCERO ZONA 3,3,0.03
BARRIO SAN MIGUEL,3,0.03
9A. CALLE 4-74 BARRIO EL ROSARIO,3,0.03
SECTOR ENTRE RIOS ALDEA EL XAB,3,0.03
ALDEA EL XAB,3,0.03
4A. CALLE 10-69 ZONA 1,3,0.03
CALLE ANCHA NO. 86,3,0.03
9AV. 0-55 ZONA 2 DE MIXCO COLONIA ALVARADO,3,0.03
CALLE ANCHA DE LOS HERREROS NO. 59 INTERIOR,3,0.03
AVENIDA EL DESENGAÑO NO. 23,3,0.03
PRIMERA CALLE PONIENTE NO. 8,3,0.03
"9A. CALLE ORIENTE NO. 13 ""A""",3,0.03
5A. CALLE ORIENTE NO. 17,3,0.03
2A. CALLE ORIENTE NO. 22,3,0.03
7A. AVENIDA NORTE NO.96,3,0.03
CALZADA SAN JUAN 6-53 COLONIA LA FLORIDA ZONA 19 GUATEMALA,3,0.03
"COLONIA LAS PERPETUAS ROSAS, CALLE PRINCIPAL NO. 9",3,0.03
BARRIO COTZAN,3,0.03
5A. CALLE 3-62 ZONA 1,3,0.03
AVENIDA DEL NIÑO ZONA 4,3,0.03
6A. AVENIDA 2-15 ZONA 4,3,0.03
0 CALLE 3-45 ZONA 1,3,0.03
3A. AVENIDA 26-61,3,0.03
2A. CALLE 5-111 ZONA 1,3,0.03
3A. AVENIDA 2-143 ZONA 7 BUENA VISTA NORTE,3,0.03
"7A. AVENIDA 3-21, CASCO URBANO ZONA 1",3,0.03
"1A. AVE. 4-00 Y 4-00 ""A"" CASCO URBANO ZONA 1",3,0.03
2A. CALLE 4-04,3,0.03
4TA. AVENIDA 4-20 ZONA 1,3,0.03
1A. CALLE 2-21 ZONA 1,3,0.03
2A. CALLE 1-27 ZONA 2,3,0.03
CANTÓN CALVARIO,3,0.03
CANTON REFORMA,3,0.03
CANTÓN REFORMA,3,0.03
"2A. CALLE 6-35, ZONA 6",3,0.03
2A. AV. 2-31 ZONA 3,3,0.03
COLONIA SANTA MARIA,3,0.03
1A. CALLE CALLEJÓN LA ALBORADA 1-85 ZONA 4.,3,0.03
ALDEA CLIMENTORO,3,0.03
7A. CALLE 12-99 ZONA 4,3,0.03
6A. AVENIDA 27-96,3,0.03
5A. CALLE 5-81 ZONA 2,3,0.03
12 CALLE 2-31,3,0.03
1A. CALLE 2-64 ZONA 3 SAN PEDRO SACATEPÉQUEZ,3,0.03
ALDEA TAJUMUCO,3,0.03
5A. AVENIDA 3-60 ZONA 1,3,0.03
8A. AVENIDA Y 10A. CALLE,3,0.03
"12 AVENIDA 2-82 ZONA 2, CALZADA INDEPENDENCIA",3,0.03
3RA. CALLE 8-423 ZONA 3,3,0.03
ALDEA BOLONCÓ,3,0.03
BARRIO ABAJO,3,0.03
BARRIO LOS LAURELES ZONA 5,3,0.03
KM. 69.5 CARRETERA INTERAMERICANA,3,0.03
13 AVENIDA 4-72 ZONA 1,3,0.03
3A. CALLE 2-28 COLONIA LANDIVAR,3,0.03
"2A. AVENIDA 0-80 ZONA 1, CANTÓN CONCEPCIÓN",3,0.03
INGENIO PANTALEON,3,0.03
1RA CALLE 1-95 ZONA 1,3,0.03
COMUNIDAD AGRARIA EMANUEL,3,0.03
SAN MIGUEL POCHUTA,3,0.03
ALDEA SAN JERÓNIMO,3,0.03
"6TA. CALLE FINAL, CANTÓN MORAZAN",3,0.03
"1A. CALLE Y 11 AV. FINAL, CANTÓN SAN JUAN DE DIOS, ZONA 1",3,0.03
1RA.AVE.7-46 ZONA 2 GUATEMALA,3,0.03
"1RA. AVENIDA 1-41, ZONA 1",3,0.03
1A. AVENIDA 1-41 ZONA 1,3,0.03
3RA. AVENIDA 6-43 ZONA 2,3,0.03
"2DA. CALLE 2-50 ZONA 1, CANTÓN SAN JUAN DE DIOS",3,0.03
CASERÍO VILLA NUEVA,3,0.03
8A. CALLE 32-71 ZONA 4 COLONIA BOSQUES DE SAN NICOLAS,3,0.03
"5TA. AVENIDA 6-185, ZONA 2 CANTÓN MORAZÁN",3,0.03
2A. CALLE 'A' 19-27,3,0.03
36 AVE. 3-47 COLONIA EL RODEO,3,0.03
4TA. CALLE 5-38 ZONA 2,3,0.03
4TA. AV. 14-70 CANTON INGENIO,3,0.03
ALDEA EL PORVENIR,3,0.03
2A. CALLE 2-38 ZONA 1,3,0.03
5TA. CALLE 5-92 ZONA 1,3,0.03
5A. AVENIDA ZONA 1,3,0.03
4A. CALLE 2-96 ZONA 2,3,0.03
5A.CALLE ENTRE 3A. Y 4A. AVENIDA,3,0.03
1 AVE. 5-80 ZONA 4,3,0.03
CALZADA SAN JUAN 12-73,3,0.03
COLONIA LAS VICTORIAS,3,0.03
"KILOMETRO 57.5 CARRETERA AL SALVADOR, ALDEA SAN JUAN DE ARANA, CUILAPA, SANTA ROSA ALDEA SAN JUAN DE ARANA, CUILAPA, SANTA ROSA",3,0.03
"EL BOQUERÓN, KILÓMETRO 66",3,0.03
"4A. CALLE 8-36, ZONA 1",3,0.03
BARRIO LA FLORIDA,3,0.03
CALLE DEL BANCO BARRIO 6 DE NOVIEMBRE,3,0.03
ZONA 0 BARRIO EL BORBOLLÓN,3,0.03
ALDEA CHIQUIBUL,3,0.03
ALDEA ESTANZUELAS,3,0.03
3RA. AVENIDA 4-49 ZONA 1,3,0.03
4A. AVENIDA 25-11,3,0.03
0 AVENIDA ENTRE 12 Y 13 CALLE ZONA 1 CANTÓN PALÍN,3,0.03
"CASERÍO CAYALÁ, ALDEA EL TABLÓN",3,0.03
6A. AVENIDA 8-07 ZONA 2 BARRIO EL CALVARIO,3,0.03
SECTOR LA SALLE,3,0.03
"CASERIO CIENAGA GRANDE, DEL CANTON CHUCHEXIC",3,0.03
CALLE PRINCIPAL 0-72 ZONA 2,3,0.03
3AV. 5-75 ZONA 1 CALZADA LA PAZ,3,0.03
5TA. CALLE 6-79 ZONA 1,3,0.03
COLONIA PAMPOJILA,3,0.03
"6A. AVENIDA ""A"" 4-44 ZONA 2 CANTÓN CHUACANTÉ",3,0.03
CANTON XECHIVOY,3,0.03
"26 AVENIDA 91-82 ""A"", COLONIA SANTA LUCIA LOS OCOTES",3,0.03
CANTON SANTA CRISTINA,3,0.03
1 CALLE 2-39 ZONA 4.,3,0.03
12 AVENIDA ENTRE 12 Y 13 CALLES,3,0.03
CALZADA CENTENARIO 1-00 ZONA 2 1ER. GRUPO  COLONIA FLOR DEL CAFÉ,3,0.03
AVENIDA DEL COMERCIO 7-33 ZONA 1,3,0.03
4A. CALLE 2-23 ZONA 1,3,0.03
"2A. CALLE 3A-91 ZONA 7, ALDEA BUENA VISTA",3,0.03
1A. CALLE 1-63 ZONA 1,3,0.03
"5A. AVENIDA 6-51 ""A"" ZONA 1",3,0.03
"1A. CALLE 1-14 ZONA 2, LOTIFICACION EL ROBLE",3,0.03
ALDEA PAQUIP,3,0.03
COLONIA BELEN,3,0.03
RURALES 2 ZONA 3 SALIDA A GUATEMALA,3,0.03
1A. CALLE 3-39 ZONA 1,3,0.03
AVENIDA DEL ESTADIO 2-50 ZONA 2,3,0.03
ALDEA CHAMIL,3,0.03
2DA. AVENIDA  1-37 ZONA 2 COLONIA ACEITUNO,3,0.03
4A. AVENIDA 1-21 ZONA 1,3,0.03
"3A. AVENIDA ""A"" 1-92 ZONA 1",3,0.03
6A.  AVENIDA 2-21 ZONA 1,3,0.03
MAZATENANGO,3,0.03
11 CALLE 10-50 ZONA 1,3,0.03
"RURALES 1 CALLE FINAL, CANTON SAN BENITO",3,0.03
"1A. CALLE ENTRE 1A. Y 2A. AVENIDA ZONA 1, COLONIA OBREGON",3,0.03
"2A. CALLE 2-65 ZONA 2 COLONIA MAYA, BARRIO LA UNION",3,0.03
BARRIO LA UNION 3-00 ZONA 2,3,0.03
"LOTE 60 MANZANA 4, COLONIA EL ROSARIO",3,0.03
2A. AVENIDA 2-27 ZONA 1,3,0.03
BARRIO EL PUEBLITO ALDEA SANTO TOMAS DE CASTILLA,3,0.03
5A. CALLE 2-66 ZONA 1,3,0.03
CANTON LAS FLORES,3,0.03
ENTRADA DE LA AVENIDA PRINCIPAL,3,0.03
6A. CALLE Y 4A. AVENIDA,3,0.03
CANTON CALVARIO,3,0.03
1A. CALLE CENTRO HISTORICO ZONA 1,3,0.03
"BARRIO EL PUEBLITO, SANTO TOMAS DE CASTILLA",3,0.03
12 AVENIDA ENTRE 10 Y 11 CALLES,3,0.03
4A. AVENIDA 5-34 ZONA 1,3,0.03
KM. 2.5 CARRETERA A SAN MARTIN JILOTEPEQUE,3,0.03
1A. CALLE 5-39 ZONA 1,3,0.03
FINCA MUNICIPAL CHIPAR,3,0.03
3ER. CALLEJÓN 2-66 ZONA 1,3,0.03
22 CALLE 7A. Y 8A. AVENIDA,3,0.03
7A. CALLE ENTRE 6A. Y 7A. AVENIDA,3,0.03
ALDEA SALTÁN,3,0.03
3A. AV. 25-18 COLONIA VILLA LOBOS I,3,0.03
7A AVENIDA 7-38,3,0.03
5A. AVENIDA 2-56 ZONA 1,3,0.03
8A. CALLE 2-46,3,0.03
LOTE # 226,3,0.03
3A. CALLE 16-29,3,0.03
ZONA 5 PARAJE PARRAMON,3,0.03
"1A. AVENIDA, CALLE A-38 ZONA 1",3,0.03
"9NA. CALLE ""A"" 08-043 ZONA 3",3,0.03
4TA. CALLE 0-10 DE LA ZONA 2,3,0.03
5A CALLE 5-18,3,0.03
"3ERA. AVENIDA ""A"" 7-64 ZONA 1, BARRIO LAS CLARAS",3,0.03
"1A. CALLE 2-28 ZONA 2 ""BARRIO EL SALVADOR""",3,0.03
"COLONIA VILLAS DEL MONTE SION, CANTÓN XECANCHAVOX",3,0.03
"2DA. CALLE 6-68 ZONA 1, BARRIO SAN SEBASTIAN",3,0.03
ZONA 4 CALLE REAL AL CEMENTERIO,3,0.03
ALDEA TRES CRUCES,3,0.03
"CIUDAD VICTORIA, BARRIO NUEVO",3,0.03
4A. AVENIDA 15-20 ZONA 4,3,0.03
ALDEA BARRANCA SECA,3,0.03
ALDEA EL JUTE,3,0.03
"3A. AVENIDA 2-45, COLONIA VILLA ALBORADA",2,0.02
"COLONIA HICHOS, BARRIO EL PORVENIR",2,0.02
9 CALLEJON 1-72 ZONA 1,2,0.02
"FINAL, CALZADA JOSE MILLA Y VIDAURRE Y 26 AVENIDA",2,0.02
COLONIA HICHOS,2,0.02
"3A. CALLE 5-37 ZONA 3, COLONIA NUEVA MONSERRAT",2,0.02
15 AVENIDA 5-45,2,0.02
3RA. CALLE 8-12 ZONA 1,2,0.02
16 AVENIDA FINAL 22-99 PROYECTO 4-4,2,0.02
31 CALLE 20-47,2,0.02
1 AVENIDA 1-35 ZONA 5,2,0.02
FINCA BUGANVILIA INGENIO MAGDALENA,2,0.02
3A. CALLE A 1-43 ZONA 1 BARRIO LA REFORMA,2,0.02
15 AVENIDA 15-49,2,0.02
ALDEA EL ARENAL,2,0.02
21 AVENIDA 15-42,2,0.02
"1A. CALLE ""A"" 4-98 ZONA 1",2,0.02
8A AVE. 3-50,2,0.02
FRENTE COLONIA LA CAMPIÑA,2,0.02
1A CALLE 2-64,2,0.02
12 AVENIDA 9-27,2,0.02
FINCA BUGANVILIA,2,0.02
ALDEA CENTRO DOS,2,0.02
5TA. AVENIDA Y 5TA CALLE A UN COSTADO DE LA IGLESIA CATOLICA,2,0.02
9A CALLE 2-36,2,0.02
LOTE 0 SECTOR 43 TIERRA NUEVA I,2,0.02
2DA. AV. LOTE 138 CALLE PRINCIPAL DE ALDEA EL PILAR,2,0.02
CALLE NICARAGUA,2,0.02
11 CALLE 10-50,2,0.02
15 CALLE Y 13 AVENIDA,2,0.02
ALDEA EL RANCHO,2,0.02
"11A. AVENIDA 30-63, ZONA 12, SANTA ROSA II",2,0.02
BOULEVARD EL MILAGRO 31-31 RESIDENCIALES BOSCO ZONA 6,2,0.02
9A AVE. 9-27,2,0.02
FRENTE A COLONIA LA CAMPIÑA,2,0.02
ALDEA EL MORRO,2,0.02
AVENIDA PETAPA 29-74,2,0.02
5TA AVENIDA Y 5TA CALLE A UN COSTADO DE LA IGLESIA CATOLICA,2,0.02
"31 CALLE 00-52, COLONIA EL CARMEN",2,0.02
6A AVE. 2-34,2,0.02
17AV. A 25-14 PROYECTO 4-3,2,0.02
BARRIO RIO HATO,2,0.02
"28 CALLE 15-08, COLONIA EL MOLINO",2,0.02
4AV. B 0-29 ZONA 2 DE MIXCO,2,0.02
2A. CALLE LOTE 46 COLONIA SANTA ISABEL,2,0.02
11 CALLE 11-28,2,0.02
"LOTE  392, CALLE CENTRAL",2,0.02
8A CALLE 12-41,2,0.02
LOTE 38 A CALLE HONDURAS,2,0.02
ALDEA ESTANCIA DE LA VIRGEN,2,0.02
4A AVE. 13-35,2,0.02
ZONA 7,2,0.02
CALLE BELICE PARCELA  A-43,2,0.02
"31 AVENIDA 14-26, COLONIA CIUDAD DE PLATA II",2,0.02
6A AVENIDA 0-20,2,0.02
"ESCUELA OFICIAL RURAL MIXTA, ALDEA EL REPARO",2,0.02
23 CALLE 15-45,2,0.02
5A CALLE 10-22,2,0.02
3A. AVENIDA 13-23,2,0.02
2A. AVENIDA 12-23,2,0.02
CALLE EL SALVADOR FRACCIÓN DE LOTE 37 SECTOR A,2,0.02
37 AVENIDA 2-29 VILLA DEL PEDREGAL,2,0.02
3A. AVENIDA 13-61,2,0.02
"1 AVENIDA, LOTE 67, CASERIO LOS LIRIOS",2,0.02
01 CALLE 03-02 PAMPLONA,2,0.02
7A. AVENIDA,2,0.02
2A. AVENIDA 14-60,2,0.02
ALDEA POZA VERDE,2,0.02
6A. AVENIDA 2-34,2,0.02
CALLE  C  LOTE 129 COLONIA LUPITA,2,0.02
5A. AVENIDA 4-22,2,0.02
2A. AVENIDA 8-71 BARRIO SAN ANTONIO,2,0.02
10 CALLE 5-01 ZONA 6 RESIDENCIALES CATALINA,2,0.02
"SECTOR I, LOTE 173, VILLA LOBOS II, ANEXO",2,0.02
"7A. AVENIDA, 5-13, ZONA 8, FINAL DE TERRAZAS II",2,0.02
"9A. CALLE, 5-67, ZONA 2, COLONIA VIILA DE LAS ROSAS, SAN JOSE",2,0.02
"2A. AVENIDA 1-29 COLONIA BETANCOURT, ZONA 4",2,0.02
2A. CALLE 0-20 ZONA 1 KILOMETRO 17.9 CARRETERA AL PACIFICO,2,0.02
6A. AVENIDA 3-54 ZONA 1,2,0.02
1A. CALLE 10-31 ZONA 6,2,0.02
"7A. AVENIDA 5-12, ZONA 5, COLONIA LOS PLANES",2,0.02
"3A. CALLE 9-50, ZONA 1",2,0.02
"6A. AVENIDA 6-54, ZONA 1",2,0.02
"2A. CALLE 2-43, ZONA 1",2,0.02
"9A. AVENIDA B, 19-24, ZONA 5, COLONIA RESIDENCIALES FUENTES DEL VALLE II",2,0.02
"LOTE 29 MANZANA J, SECTOR 1, LAS TERRAZAS, ZONA 8",2,0.02
4 CALLE 6-40 ZONA 1,2,0.02
"MANZANA C, SECTOR 2, LOTE 46, ZONA 12, COLONIA LAS MARGARITAS",2,0.02
"8A. AVENIDA 6-55 ZONA 3, COLONIA BARCENA",2,0.02
10 AVENIDA 5-02 ZONA 4 COLONIA LINDA VISTA VILLA NUEVA,2,0.02
"2A. CALLE 0-20 ZONA 1, KILOMETRO 17.9 CARRETERA AL PACIFICO",2,0.02
"16A. AVENIDA 7-99 ZONA 4, EL ZARZAL",2,0.02
"2A. AVENIDA 4-43, ZONA 4, COLONIA ETERNA PRIMAVERA",2,0.02
10 AVENIDA 6-72 ZONA 3 BARCENAS VILLA NUEVA VILLA NUEVA,2,0.02
9NA. CALLE 5-97 COLONIA VILLA DE LAS ROSAS ZONA 2 SAN JOSE VILLA NUEVA,2,0.02
51 CALLE 1-39 ZONA 11 COLONIA CASTAÑAS,2,0.02
"8 CALLE 1-28 ZONA 3, BÁRCENA, VILLA NUEVA",2,0.02
3AV. 5-34 ZONA 1,2,0.02
"CALZADA AGUILAR BATRES, 38-51 ZONA 12",2,0.02
4A AVENIDA 6-29 ZONA 1,2,0.02
CASA PARROQUIAL,2,0.02
"13 AVENIDA 22-55 ZONA 12, COLONIA VILLA LOBOS I",2,0.02
6A. AV. 3-54 ZONA 1,2,0.02
CANTON CENTRAL SANTA CRUZ,2,0.02
4A. AVENIDA 4-34 ZONA 1,2,0.02
12AV. 8-95 ZONA 3 BARCENAS,2,0.02
9A. AVE. 'A' 1-22 ZONA 1,2,0.02
"12 AVENIDA 4-98 ZONA 4 COLONIA LINDA VISTA, VILLA NUEVA",2,0.02
"9A. AVENIDA 1-60 ZONA 5, COLONIA EL FRUTAL",2,0.02
SECTOR 43 LOTE 0 COLONIA TIERRA NUEVA 1,2,0.02
5A. CALLE 0-26,2,0.02
SALIDA A BUENA VISTA,2,0.02
"5A. CALLE 7-62, ZONA 1",2,0.02
12 AV. 2-12 ZONA 1,2,0.02
5TA. CALLE 2-23 ZONA 4,2,0.02
5A. AVENIDA 2-27 ZONA 4 COLONIA ETERNA PRIMAVERA,2,0.02
7A. AVENIDA 5-88 ZONA 1,2,0.02
"CALLEJÓN PLAZA SAN CARLOS LOTE 44 INTERIOR, ZONA 8 ALDEA EL JOCOTILLO",2,0.02
"ZONA 4, COLINDANTE A POLIDEPORTIVO, SECTOR CAMPO DE CAMINOS",2,0.02
