CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
16-13-0315-46,16-13-1006,ALTA VERAPAZ,CHISEC,"INSTITUTO MIXTO DE EDUCACIÓN ""FORTALEZA DEL FUTURO"" -INMEFF-",ALDEA CHIQUIBUL,51709961,CARLOS ARMANDO PAAU TZI,AUGUSTO  ORTIZ ORDOÑEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ
16-13-0317-46,16-13-1005,ALTA VERAPAZ,CHISEC,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,ALDEA CANLECH,48861871,OSVALDO CAAL CHOC,JULIO CÉSAR YAT CAAL,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-13-1616-46,16-007,ALTA VERAPAZ,CHISEC,COLEGIO MIXTO PRIVADO BILINGUE 'SAN JUAN',BARRIO CONCEPCION ALDEA RAXRUHA,,ALMA GUNY SILIEZAR CHOCOOJ,,DIVERSIFICADO,PRIVADO,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-13-9093-46,16-007,ALTA VERAPAZ,CHISEC,INSTITUTO MIXTO DE MAGISTERIO BILINGUE  SAN ANTONIO DE PADUA,BARRIO SANTA MARIA ALDEA RAXRUHA,79830836,ALMA GUNY SILIEZAR CHOCOOJ,,DIVERSIFICADO,PRIVADO,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-13-9612-46,16-13-1003,ALTA VERAPAZ,CHISEC,ESCUELA NORMAL BILINGUE INTERCULTURAL,BARRIO LA FLORIDA,55255862,CÉSAR ROLANDO CHOCOOJ YALIBAT,RENÉ  QUIB MUCÚ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-13-9632-46,16-024,ALTA VERAPAZ,CHISEC,COLEGIO DE MAGISTERIO BILINGUE NUEVO CHISEC,LOTES 682-678 1A. CALLE 10AV. ZONA 1 BARRIO NAZARETH 03/11/2017,55140625,CESAR ROLANDO CHOCOOJ YALIBAT,MIGUEL ANGEL PÉREZ LÓPEZ,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-14-0054-46,16-14-1009,ALTA VERAPAZ,CHAHAL,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO CENTRO,51991919,ALFONSO BOTZOC CAN,DORIS LASTENIA MEMBREÑO GONZÁLES,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-14-0074-46,16-027,ALTA VERAPAZ,CHAHAL,INSTITUTO MIXTO DE EDUCACION BILINGUE INTERCULTURAL -IMEBI-,BARRIO SANTO DOMINGO,46340036,LEDVIA IMELDA SANDOVAL CONTRERAS,JULIO CESAR LOPEZ BARRIENTOS,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-14-0088-46,16-14-1009,ALTA VERAPAZ,CHAHAL,"INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA  ""SANTO DOMINGO""",BARRIO SANTO DOMINGO,45549508,ALFONSO BOTZOC CAN,ASTRID MAGALY CAAL RODRIGUEZ,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-14-0092-46,16-14-1009,ALTA VERAPAZ,CHAHAL,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,BARRIO SANTA MARIA,53255858,ALFONSO BOTZOC CAN,EDGAR NATANAEL TEJC MIS,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-14-0107-46,16-050,ALTA VERAPAZ,CHAHAL,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-,CASERÍO SANTA MARÍA CHICOC,48185582,MAXIMILIANO CHUB ICAL,MANUEL TZALAM CHEN,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ
16-14-0112-46,16-14-1012,ALTA VERAPAZ,CHAHAL,INED  INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,CASERÍO CHAQUIROQUIJA,31154095,LEDVIA IMELDA SANDOVAL CONTRERAS,,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-14-0113-46,16-14-1012,ALTA VERAPAZ,CHAHAL,INED  INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,CASERÍO SETAL,30771698,LEDVIA IMELDA SANDOVAL CONTRERAS,,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-14-0114-46,16-14-1011,ALTA VERAPAZ,CHAHAL,INED  INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,CASERÍO SEBOLITO,57220177,ALFONSO BOTZOC CAN,,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-14-0115-46,16-048,ALTA VERAPAZ,CHAHAL,INED  INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,CASERÍO XALAJA CHIVITZ,59100872,DOUGLAS OSMUNDO LÓPEZ BARRIENTOS,,DIVERSIFICADO,OFICIAL,RURAL,TEMPORAL NOMBRAMIENTO,BILINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-14-0116-46,16-14-1010,ALTA VERAPAZ,CHAHAL,INED  INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,CASERÍO XALAJA CHIVITZ,32140875,LEDVIA IMELDA SANDOVAL CONTRERAS,,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-14-0117-46,16-14-1009,ALTA VERAPAZ,CHAHAL,INED  INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,CASERÍO SANTA CECILIA,33751247,ALFONSO BOTZOC CAN,,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-14-0118-46,16-14-1010,ALTA VERAPAZ,CHAHAL,INED  INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,ALDEA SAN AGUSTÍN,50425908,LEDVIA IMELDA SANDOVAL CONTRERAS,,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-14-0120-46,16-028,ALTA VERAPAZ,CHAHAL,LICEO MONTE SIÓN,BARRIO EL CENTRO,59036061,AURELIO CHÓ MAQUÍN,DALIA CONSUELO LÓPEZ ALVAREZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-14-0121-46,16-14-1009,ALTA VERAPAZ,CHAHAL,LICEO MONTE SIÓN,BARRIO EL CENTRO,59036061,ALFONSO BOTZOC CAN,DALIA CONSUELO LÓPEZ ALVAREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ
16-14-1344-46,16-027,ALTA VERAPAZ,CHAHAL,COLEGIO TECNOLOGICO LICENCIADO HUMBERTO RIVERA GARCIA,BARRIO EL CENTRO SAN FERNANDO,79832242,LEDVIA IMELDA SANDOVAL CONTRERAS,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-14-1719-46,16-14-1010,ALTA VERAPAZ,CHAHAL,INSTITUTO TECNICO VOCACIONAL  SAN AGUSTIN,ALDEA SAN AGUSTIN CHAHAL VIEJO,50657088,LEDVIA IMELDA SANDOVAL CONTRERAS,MIRTA LETICIA CANTORAL PRADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-15-0002-46,16-15-1013,ALTA VERAPAZ,FRAY BARTOLOME DE LAS CASAS,"COLEGIO PARTICULAR MIXTO ""EL EXITO""",CALLE DEL CAMPO LOTE 287 BARRIO EL CENTRO,,AURELIO CHO MAQUIN,BAUDILIO SOTO GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),ALTA VERAPAZ
16-15-0004-46,16-028,ALTA VERAPAZ,FRAY BARTOLOME DE LAS CASAS,CENTRO DE PROMOCION FEMENINA RATZ´UM KICHE´,ALDEA BOLONCO,,AURELIO CHÓ MAQUÍN,HERMANA MILEIDI CORDERO BIZONDO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-15-0005-46,16-029,ALTA VERAPAZ,FRAY BARTOLOME DE LAS CASAS,"""INSTITUTO MIXTO INTERCULTURAL FRAYBARTOLOMENCE IMIF""",CENTRO URBANO UNO,,FRANCISCO YAXCAL MACZ,HERMELINDA TAHUICO TECU,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-15-0096-46,16-15-1013,ALTA VERAPAZ,FRAY BARTOLOME DE LAS CASAS,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CASCO URBANO,57192698,AURELIO CHO MAQUIN,PEDRO  RODRÍGUEZ SANTIAGO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-15-0127-46,16-15-1013,ALTA VERAPAZ,FRAY BARTOLOME DE LAS CASAS,COLEGIO PARTICULAR MIXTO FRAY BARTOLOME DE LAS CASAS,CALLE PRINCIPAL 5-81 ZONA 1,34830035,AURELIO CHO MAQUIN,EDWIN LOYD THOMPSON LARIOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-15-0128-46,16-15-1013,ALTA VERAPAZ,FRAY BARTOLOME DE LAS CASAS,"COLEGIO PARTICULAR MIXTO ""EL EXITO""",CALLE PRINCIPAL DEL BARRIO EL CENTRO,30464145,AURELIO CHO MAQUIN,OSCAR RENÉ NAVAS PACHECO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-15-0130-46,16-15-1013,ALTA VERAPAZ,FRAY BARTOLOME DE LAS CASAS,"LICEO TECNOLOGICO ""JOSE DE JESUS""",1RA. CALLE 13-18 ZONA 2,30358725,AURELIO CHO MAQUIN,MANUEL DE JESÚS RALIOS ZACARÍAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-15-0154-46,16-15-1013,ALTA VERAPAZ,FRAY BARTOLOME DE LAS CASAS,COLEGIO PARTICULAR MIXTO EL EXITO,BARRIO EL CENTRO,30464145,AURELIO CHO MAQUIN,OSCAR RENÉ NAVAS PACHECO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-15-0156-46,16-028,ALTA VERAPAZ,FRAY BARTOLOME DE LAS CASAS,INSTITUTO MIXTO DE EDUCACIÒN BILINGUE INTERCULTURAL,ANTIGUA CASA CAMPESINA INTA ZONA 2,79514189,AURELIO CHÓ MAQUÍN,YANIRA ARELY QUIROA MARCOS,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,BILINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-15-0157-46,16-15-1016,ALTA VERAPAZ,FRAY BARTOLOME DE LAS CASAS,CENTRO DE PROMOCIÓN FEMENINA RATZ'UM K´ICHE´,ALDEA BOLONCÓ,55146762,MYNOR ESTUARDO MIS CHOC,AMELIA  BUITRAGO MARÍN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-15-0163-46,16-028,ALTA VERAPAZ,FRAY BARTOLOME DE LAS CASAS,COLEGIO PARTICULAR MIXTO EL ÉXITO,"CALLE DEL CAMPO LOTE 287, BARRIO EL CENTRO",79510090,AURELIO CHÓ MAQUÍN,OSCAR RENÉ NAVAS PACHECO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-15-0164-46,16-15-1013,ALTA VERAPAZ,FRAY BARTOLOME DE LAS CASAS,COLEGIO PARTICULAR MIXTO EL ÉXITO,"CALLE DEL CAMPO LOTE 287, BARRIO EL CENTRO",30464145,AURELIO CHO MAQUIN,OSCAR RENÉ NAVAS PACHECO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-15-0170-46,16-15-1013,ALTA VERAPAZ,FRAY BARTOLOME DE LAS CASAS,COLEGIO CRISTIANO ISRAEL,"ZONA 0, CALZADA ISRAEL 1",58831754,AURELIO CHO MAQUIN,ALBA ARGENTINA DE PAZ SIERRA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-15-0172-46,16-15-1013,ALTA VERAPAZ,FRAY BARTOLOME DE LAS CASAS,INSTITUTO MIXTO PRIVADO DE MAGISTERIO BILINGÜE,BARRIO EL MAGISTERIO,40430217,AURELIO CHO MAQUIN,OSCAR AMILCAR ARGUETA GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),ALTA VERAPAZ
16-15-0174-46,16-15-1013,ALTA VERAPAZ,FRAY BARTOLOME DE LAS CASAS,COLEGIO PARTICULAR MIXTO FRAY BARTOLOMÉ DE LAS CASAS,CALLE PRINCIPAL 5-81 ZONA 1,34830035,AURELIO CHO MAQUIN,EDWIN LOYD THOMPSON LARIOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ
16-15-0178-46,16-15-1016,ALTA VERAPAZ,FRAY BARTOLOME DE LAS CASAS,INED  INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,ALDEA SECHACTI,40408942,MYNOR ESTUARDO MIS CHOC,,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-15-0179-46,16-15-1013,ALTA VERAPAZ,FRAY BARTOLOME DE LAS CASAS,INED  INSTITUTO NACIONAL  DE EDUCACIÓN DIVERSIFICADA,COMUNIDAD VISTA HERMOSA,49441858,AURELIO CHO MAQUIN,,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-15-0181-46,16-15-1014,ALTA VERAPAZ,FRAY BARTOLOME DE LAS CASAS,INED  INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,ALDEA ARENAL II,56242292,FRANCISCO YAXCAL MACZ,,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-15-0182-46,16-15-1016,ALTA VERAPAZ,FRAY BARTOLOME DE LAS CASAS,INED  INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,ALDEA BOLONCÓ,59295960,MYNOR ESTUARDO MIS CHOC,,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-15-0183-46,16-15-1018,ALTA VERAPAZ,FRAY BARTOLOME DE LAS CASAS,INED  INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,ALDEA CHINACOBEHA,46470786,PEDRO GASPAR MANUEL FRANCISCO,,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-15-0184-46,16-15-1017,ALTA VERAPAZ,FRAY BARTOLOME DE LAS CASAS,INED  INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,ALDEA CHAJMAIC,41215657,SIRIA GHESSER GREGORIO URIZAR,,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-15-0185-46,16-15-1013,ALTA VERAPAZ,FRAY BARTOLOME DE LAS CASAS,INED  INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,ALDEA SAN BENITO CALLE II,33248681,AURELIO CHO MAQUIN,,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-15-0188-46,16-15-1016,ALTA VERAPAZ,FRAY BARTOLOME DE LAS CASAS,COLEGIO PARTICULAR MIXTO EL ÉXITO 2,ALDEA BOLONCÓ,31101145,MYNOR ESTUARDO MIS CHOC,OSCAR RENÉ NAVAS PACHECO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ
16-15-0190-46,16-15-1013,ALTA VERAPAZ,FRAY BARTOLOME DE LAS CASAS,LICEO CRISTIANO MONTE SIÓN,BARRIO EL MAGISTERIO,57358832,AURELIO CHO MAQUIN,TULIO ALFONSO VILLATORO LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,VIRTUAL A DISTANCIA,ALTA VERAPAZ
16-15-1474-46,16-15-1013,ALTA VERAPAZ,FRAY BARTOLOME DE LAS CASAS,LICEO TECNOLOGICO  JOSE DE JESUS,1A. CALLE 13-18 ZONA 2 FRAY BARTOLOME DE LAS CASAS,78422471,AURELIO CHO MAQUIN,MANUEL DE JESÚS RALIOS ZACARÍAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-15-2330-46,16-15-1013,ALTA VERAPAZ,FRAY BARTOLOME DE LAS CASAS,INSTITUTO MIXTO PRIVADO DE MAGISTERIO BILINGUE,BARRIO MAGISTERIO,49575230,AURELIO CHO MAQUIN,OSCAR AMILCAR ARGUETA GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-16-0049-46,16-16-1020,ALTA VERAPAZ,LA TINTA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CASCO URBANO,51625336,JAIME RICARDO VAIDES MEZA,SONIA EDITH FERNÁNDEZ MEZA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-16-0071-46,16-16-1020,ALTA VERAPAZ,LA TINTA,INSTITUTO MIXTO PRIVADO LATINO,"BARRIO PEÑA BLANCA, ZONA 6",57670069,JAIME RICARDO VAIDES MEZA,CESAR AUGUSTO GONZÁLES CHÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-16-0072-46,16-16-1020,ALTA VERAPAZ,LA TINTA,INSTITUTO MIXTO DE EDUCACION BILINGUE INTERCULTURAL -IMEBI-,"BARRIO EL CALVARIO, ZONA 5",79514189,JAIME RICARDO VAIDES MEZA,LYLIANA ELIZABETH ARTOLA CHOC,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-16-0109-46,16-16-1021,ALTA VERAPAZ,LA TINTA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA JOLOMIJIXITO III,31795480,RUBEN DARÍO CAAL CÚ,PAHOLA ESMERALDA CHÉN TOC,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-16-0110-46,16-16-1020,ALTA VERAPAZ,LA TINTA,COLEGIO PRIVADO MIXTO SANTA CATALINA,BARRIO EL CRUCERO ZONA 3,48253203,JAIME RICARDO VAIDES MEZA,DENIS EDUARDO LEAL BELTRÁN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,BILINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-16-0112-46,16-16-1020,ALTA VERAPAZ,LA TINTA,COLEGIO PARTICULAR MIXTO TINTECO MARÍA TERESA,"ZONA 8, BARRIO EL RECREO",45647830,JAIME RICARDO VAIDES MEZA,LYLIANA ELIZABETH ARTOLA CHOC,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-16-0116-46,16-16-1020,ALTA VERAPAZ,LA TINTA,INSTITUTO MIXTO PRIVADO LATINO,BARRIO PEÑA BLANCA ZONA 6,48067726,JAIME RICARDO VAIDES MEZA,ARISTIDES EFREN LÓPEZ GÓMEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,ALTA VERAPAZ
16-16-0118-46,16-030,ALTA VERAPAZ,LA TINTA,COLEGIO PRIVADO MIXTO SANTA CATALINA,BARRIO EL CENTRO,30829001,TEODORO ALBERTO PÉREZ DUERING,ANA MARIBEL BELTRÁN CALAT,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,ALTA VERAPAZ
16-16-0119-46,16-16-1020,ALTA VERAPAZ,LA TINTA,COLEGIO PRIVADO MIXTO SANTA CATALINA,BARRIO EL CRUCERO ZONA 3,48253203,JAIME RICARDO VAIDES MEZA,DENIS EDUARDO LEAL BELTRÁN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-16-0125-46,16-030,ALTA VERAPAZ,LA TINTA,"COLEGIO PARTICULAR MIXTO TINTECO ""MARÍA TERESA""",SANTA CATALINA LA TINTA,45647830,TEODORO ALBERTO PÉREZ DUERING,LYLIANA ELIZABETH ARTOLA CHOC,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,ALTA VERAPAZ
16-16-0126-46,16-16-1020,ALTA VERAPAZ,LA TINTA,"COLEGIO PARTICULAR MIXTO TINTECO ""MARÍA TERESA""",BARRIO CAMPO NUEVO ZONA 2,45647830,JAIME RICARDO VAIDES MEZA,LYLIANA ELIZABETH ARTOLA CHOC,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-16-0130-46,16-036,ALTA VERAPAZ,LA TINTA,COLEGIO MIXTO MESOAMERICANO,BARRIO EL CENTRO,37311196,JOSE LUIS XI CUCUL,ARÍSTIDES EFREN LÓPEZ GÓMEZ,DIVERSIFICADO,PRIVADO,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-16-0131-46,16-16-1020,ALTA VERAPAZ,LA TINTA,INSTITUTO MIXTO PRIVADO LATINO,BARRIO PEÑA BLANCA ZONA 6,37311196,JAIME RICARDO VAIDES MEZA,ARISTIDES EFREN LÓPEZ GÓMEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-16-0132-46,16-16-1020,ALTA VERAPAZ,LA TINTA,INSTITUTO MIXTO PRIVADO LATINO,"BARRIO PEÑA BLANCA, ZONA 6",50730752,JAIME RICARDO VAIDES MEZA,CESAR AUGUSTO GONZÁLES CHÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ
16-16-0134-46,16-16-1020,ALTA VERAPAZ,LA TINTA,COLEGIO PARTICULAR MIXTO TINTECO MARIA TERESA,BARRIO CAMPO NUEVO,37229189,JAIME RICARDO VAIDES MEZA,LYLIANA ELIZABETH ARTOLA CHOC,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ
16-16-0135-46,16-16-1020,ALTA VERAPAZ,LA TINTA,LICEO CRISTIANO EBENEZER,"BARRIO CAMPO NUEVO, ZONA 2",57439100,JAIME RICARDO VAIDES MEZA,LIDIA  TIUL CAAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
16-16-0136-46,16-16-1020,ALTA VERAPAZ,LA TINTA,LICEO CRISTIANO EBENEZER,"BARRIO CAMPO NUEVO, ZONA 2",57439100,JAIME RICARDO VAIDES MEZA,ROSAURA HERLINDA LAJUJ ALVARADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-16-0138-46,16-16-1020,ALTA VERAPAZ,LA TINTA,COLEGIO PRIVADO MIXTO SANTA CATALINA,BARRIO EL CRUCERO ZONA 3,30829001,JAIME RICARDO VAIDES MEZA,DENIS EDUARDO LEAL BELTRÁN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ
16-16-0139-46,16-16-1020,ALTA VERAPAZ,LA TINTA,LICEO CRISTIANO EBENEZER,"BARRIO CAMPO NUEVO, ZONA 2",57439100,JAIME RICARDO VAIDES MEZA,LIDIA  TIUL CAAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
